ax,ay,az,gx,gy,gz,label
0.44,-0.17,0.72,-18,10,-16,fast
0.41,-0.13,0.72,-7,-1,-21,fast
0.48,-0.08,0.78,-14,-2,-12,fast
0.43,-0.07,0.74,-16,-18,-4,fast
0.44,-0.16,0.8,-20,-11,1,fast
0.38,-0.23,0.76,-17,-4,21,fast
0.38,-0.21,0.74,-17,-16,0,fast
0.34,-0.28,0.65,-5,-18,-5,fast
0.58,-0.18,0.76,-9,-17,10,fast
0.59,-0.16,0.72,4,-33,1,fast
0.62,-0.25,0.74,7,-14,23,fast
0.61,-0.22,0.65,-7,-3,8,fast
0.53,-0.28,0.68,-9,-32,9,fast
0.64,-0.28,0.66,-28,-15,-3,fast
0.64,-0.25,0.72,-20,-8,9,fast
0.68,-0.28,0.68,-25,-2,8,fast
-0.34,-0.11,0.69,-37,-82,-1,fast
0.62,-0.32,0.47,14,0,-6,fast
0.26,-0.35,0.61,5,29,13,fast
0.63,-0.3,0.72,-8,7,3,fast
0.58,-0.3,0.67,0,-1,-6,fast
0.54,-0.31,0.69,-4,0,6,fast
0.56,-0.3,0.72,-7,-4,-2,fast
1.13,0.01,0.06,-8,-13,6,idle
0.95,-0.02,0.16,-18,7,0,idle
1.01,0.05,0.08,-13,-6,8,idle
1.0,-0.03,0.08,-7,-5,5,idle
1.0,-0.04,0.06,-10,-2,3,idle
1.01,-0.04,0.1,-7,-9,-2,idle
1.02,-0.02,0.05,-7,-12,-2,idle
1.01,-0.02,0.04,-9,-3,3,idle
1.01,-0.03,0.05,-7,-3,2,idle
1.01,-0.03,0.05,-7,-5,1,idle
1.0,-0.03,0.06,-7,-4,2,idle
1.0,-0.04,0.03,-7,-3,0,idle
1.01,-0.03,0.05,-4,-6,2,idle
1.02,-0.02,0.05,-5,-5,-1,idle
0.99,-0.02,0.04,-6,-2,5,idle
0.98,-0.05,0.04,-5,-4,2,idle
1.03,-0.03,0.04,-5,-6,-2,idle
1.02,-0.04,0.04,-4,-2,1,idle
1.0,-0.02,0.03,-5,-2,1,idle
1.02,-0.02,0.03,-5,-3,1,idle
1.02,-0.03,0.04,-5,-3,0,idle
1.02,-0.02,0.03,-5,-3,1,idle
1.01,-0.03,0.03,-5,-3,1,idle
1.03,-0.03,0.03,-6,-3,2,idle
1.03,-0.03,0.03,-4,-2,1,idle
1.0,-0.04,0.02,-5,-5,1,idle
1.01,-0.03,0.02,-5,-4,0,idle
1.02,-0.03,0.02,-4,-3,1,idle
1.02,-0.03,0.01,-5,-3,1,idle
1.01,-0.03,0.02,-5,-1,1,idle
1.02,-0.03,0.02,-4,-3,0,idle
1.03,-0.03,0.03,-4,-4,1,idle
1.04,-0.02,0.03,-6,-1,3,idle
1.01,-0.03,0.02,-5,-3,2,idle
1.02,-0.03,0.02,-5,-4,3,idle
1.02,-0.04,0.03,-7,-2,3,idle
1.02,-0.04,0.03,-5,-2,3,idle
1.01,-0.04,0.02,-4,-3,0,idle
1.01,-0.04,0.03,-4,-3,1,idle
1.01,-0.04,0.02,-6,-4,3,idle
1.03,-0.05,0.03,-2,-5,-1,idle
1.03,-0.02,0.01,-3,-3,-1,idle
1.02,-0.03,0.02,-4,-2,2,idle
1.03,-0.03,0.01,-4,-4,1,idle
1.01,-0.04,0.02,-3,-4,2,idle
1.01,-0.04,0.02,-3,-2,3,idle
1.01,-0.03,0.02,-5,-3,2,idle
0.99,-0.04,0.01,-6,-5,1,idle
1.03,-0.05,0.01,-4,-5,0,idle
1.02,-0.04,0.02,-3,-4,1,idle
1.04,-0.03,-0.04,-6,-1,7,fall
1.0,-0.05,0.01,0,16,26,fall
0.77,-0.02,0.14,4,26,39,fall
0.76,-0.03,0.1,0,-5,53,fall
0.73,-0.16,0.06,-18,-20,84,fall
0.9,-0.31,-0.04,-22,-22,82,fall
0.78,-0.38,-0.08,-23,-27,89,fall
0.33,-0.61,-0.17,-16,-42,82,fall
0.63,-0.58,-0.07,-20,-7,85,fall
0.44,-0.67,-0.12,-33,-4,64,fall
0.57,-0.9,-0.27,14,4,45,fall
0.41,-0.9700001,-0.11,-42,4,81,fall
0.31,-1.14,-0.27,2,-9,36,fall
0.45,-1.42,-0.03,13,15,11,fall
0.66,-1.04,-0.17,-3,-30,10,fall
0.47,-1.1,-0.17,-14,-11,10,fall
0.37,-0.98,-0.04,-2,4,18,fall
0.32,-0.89,-0.05,6,-2,6,fall
0.27,-0.98,0.31,-157,-65,-56,fall
0.65,-1.14,-0.21,32,2,26,fall
0.37,-0.9599999,-0.1,-2,-9,-12,fall
0.41,-0.91,-0.11,-1,-17,3,fall
0.41,-0.91,-0.17,-15,-12,5,fall
0.38,-0.87,-0.16,-3,-17,-16,fall
0.36,-0.99,-0.16,0,-5,12,fall
0.41,-0.95,-0.19,1,-4,-18,fall
0.45,-0.9,-0.12,-4,-13,-17,fall
0.39,-0.93,-0.15,-11,-9,4,fall
0.46,-0.93,-0.12,-10,-5,2,fall
0.41,-0.9599999,-0.13,-2,-4,9,fall
0.4,-0.9700001,-0.18,-3,-5,5,fall
0.37,-0.93,-0.18,-5,-6,13,fall
0.32,-0.9700001,-0.14,-1,-3,26,fall
0.32,-0.91,-0.17,-5,-3,19,fall
0.26,-0.9700001,-0.16,-11,0,22,fall
0.27,-0.98,-0.19,-5,-6,10,fall
0.27,-0.9700001,-0.18,-11,-1,10,fall
0.24,-0.99,-0.18,-6,-4,12,fall
0.19,-1.0,-0.2,-6,-3,11,fall
0.17,-1.02,-0.19,-4,-3,1,fall
0.22,-1.0,-0.17,-5,-7,9,fall
0.18,-1.01,-0.21,-6,-2,10,fall
0.14,-1.03,-0.19,-4,-3,6,fall
0.19,-0.98,-0.19,-3,-7,3,fall
0.25,-0.9700001,-0.22,-2,-1,4,fall
0.16,-1.04,-0.15,-9,-4,7,fall
0.17,-1.02,-0.19,0,-2,1,fall
0.12,-0.9700001,-0.19,-6,-4,5,fall
0.14,-1.01,-0.2,-3,-6,-6,fall
0.18,-0.98,-0.21,-10,0,11,fall
