ax,ay,az,gx,gy,gz,label
0.84,-0.33,0.14,-1,-4,3,slow
1.11,-0.09,-0.15,28,-6,1,slow
1.47,0.11,0.25,-13,-11,-5,slow
0.91,-0.17,0.11,-51,-18,-7,slow
1.27,-0.04,0.17,-45,-9,-1,slow
1.18,-0.25,0.04,-45,-6,-3,slow
1.26,0.18,0.06,-35,-1,-3,slow
1.0,-0.24,-0.11,-16,3,2,slow
0.92,-0.27,-0.3,4,3,6,slow
0.9599999,-0.3,-0.05,22,6,8,slow
0.89,-0.27,-0.01,17,1,8,slow
1.09,-0.16,0.1,2,-1,1,slow
0.79,-0.53,0.11,-34,-10,-7,slow
0.83,-0.39,0.02,-34,-6,-8,slow
1.25,-0.04,-0.17,-15,1,1,slow
1.16,-0.31,-0.05,-16,6,3,slow
0.95,-0.13,-0.02,-1,3,-1,slow
1.06,-0.23,-0.07,12,3,-2,slow
0.9599999,-0.25,0.02,3,3,0,slow
0.94,-0.19,-0.06,1,1,3,slow
1.14,-0.09,-0.08,3,0,7,slow
0.86,-0.41,-0.02,10,4,0,slow

0.9,-0.23,0.14,16,-8,4,slow
0.87,-0.08,0.08,20,-12,8,slow
1.19,-0.16,0.25,11,-9,7,slow
1.11,-0.07,0.26,11,-12,9,slow
1.07,-0.37,0.12,10,-11,13,slow
1.05,-0.03,0.04,7,-7,7,slow
0.71,-0.23,-0.11,18,-5,6,slow
0.75,-0.39,0.37,14,-10,5,slow
0.78,-0.11,-0.12,27,-10,5,slow
0.99,-0.15,0.1,6,-5,6,slow
0.91,-0.25,0.13,22,-12,8,slow
1.1,0.08,0.23,0,-12,9,slow
0.83,-0.01,-0.04,-26,-21,-7,slow
0.9599999,-0.02,0.06,-31,-18,0,slow
0.9599999,-0.45,0.07,-21,-11,6,slow
0.84,-0.24,0.02,-7,-10,0,slow
1.06,-0.15,0.18,-11,-6,1,slow
0.84,-0.14,0.12,-31,-13,-1,slow
1.18,-0.29,0.13,-32,-10,-1,slow
1.03,-0.14,0.13,-13,-3,3,slow
1.15,-0.28,-0.01,-16,-4,10,slow
0.61,-0.07,-0.05,-12,-2,-5,slow
0.78,-0.33,0.01,-1,4,1,slow
0.95,-0.28,-0.02,-1,1,5,slow
1.02,0.08,-0.13,15,4,6,slow
1.02,-0.24,-0.03,21,6,13,slow
0.89,-0.12,-0.18,24,4,0,slow
0.99,-0.23,0.17,34,1,13,slow
1.19,-0.15,0.29,6,-9,9,slow
0.65,-0.14,0.03,-2,-11,4,slow
0.84,-0.09,-0.13,-17,-14,1,slow
1.18,-0.4,-0.02,-11,-8,-3,slow
0.72,-0.44,0.12,-12,-11,-2,slow
1.1,-0.16,0.29,-15,-8,-8,slow
1.1,-0.32,0.28,-19,-7,1,slow
1.0,-0.2,-0.07,-28,-7,-6,slow
0.93,-0.14,0.06,-27,-2,-3,slow
0.93,-0.15,-0.07,-18,-3,-9,slow
1.0,-0.3,-0.07,-18,-1,0,slow
1.03,-0.36,-0.13,-3,-1,0,slow
0.91,-0.41,-0.12,7,3,6,slow
1.12,-0.21,-0.02,18,5,5,slow
1.04,-0.2,0.02,19,4,8,slow
0.9,-0.28,-0.07,19,0,9,slow
0.75,-0.07,0.03,4,-7,2,slow
0.99,-0.19,0.08,0,-5,1,slow
1.1,-0.03,0.1,-10,-8,-5,slow
1.38,-0.4,-0.08,7,-1,11,slow
1.07,-0.12,0.08,3,-5,-1,slow
1.11,-0.07,0.21,-25,-13,0,slow

0.99,-0.24,-0.1,-2,1,2,idle
1.18,-0.26,-0.05,-7,0,1,idle
1.0,-0.24,-0.1,-5,-1,1,idle
0.98,-0.25,-0.08,-1,-1,2,idle
0.99,-0.24,-0.15,-5,-1,1,idle
1.01,-0.22,-0.08,1,2,2,idle
0.98,-0.24,-0.04,-2,1,2,idle
1.03,-0.39,-0.03,-12,0,0,idle
1.02,-0.2,-0.1,-7,-3,0,idle
0.9599999,-0.28,-0.01,-2,-2,2,idle
1.02,-0.22,-0.05,-8,-4,0,idle
1.01,-0.22,-0.13,-7,-3,0,idle
1.0,-0.24,-0.09,-2,-2,1,idle
1.01,-0.24,-0.07,-1,-1,2,idle
1.0,-0.22,-0.06,-5,-2,1,idle
1.0,-0.23,-0.06,-7,-2,1,idle
1.0,-0.24,-0.07,-4,-2,1,idle
1.0,-0.22,-0.05,-3,-2,1,idle
1.0,-0.23,-0.05,-5,-3,1,idle
1.0,-0.23,-0.06,-5,-3,1,idle
1.0,-0.23,-0.05,-5,-3,1,idle
1.0,-0.23,-0.07,-6,-3,1,idle
1.0,-0.24,-0.06,-3,-3,1,idle
1.0,-0.24,-0.05,-4,-3,1,idle
1.0,-0.25,-0.07,-6,-3,1,idle
1.0,-0.24,-0.07,-5,-3,1,idle
1.0,-0.24,-0.07,-4,-3,1,idle
1.0,-0.24,-0.05,-5,-3,1,idle
1.0,-0.24,-0.06,-5,-3,1,idle
1.0,-0.25,-0.06,-5,-3,1,idle
0.98,-0.23,-0.06,-6,-3,1,idle
1.0,-0.25,-0.07,-4,-2,1,idle
1.0,-0.24,-0.05,-4,-3,1,idle
0.99,-0.24,-0.05,-5,-3,1,idle
1.0,-0.23,-0.06,-5,-3,1,idle
1.0,-0.25,-0.06,-4,-3,1,idle
1.0,-0.23,-0.06,-5,-3,1,idle
1.0,-0.24,-0.07,-5,-3,1,idle
1.0,-0.24,-0.06,-4,-3,1,idle
1.0,-0.24,-0.06,-5,-3,1,idle
0.99,-0.24,-0.05,-5,-3,1,idle
0.99,-0.23,-0.06,-5,-3,1,idle
1.01,-0.24,-0.05,-5,-3,1,idle
1.0,-0.24,-0.06,-5,-3,1,idle
1.0,-0.24,-0.05,-5,-3,1,idle
1.0,-0.23,-0.06,-4,-3,1,idle
0.99,-0.24,-0.06,-5,-3,1,idle
1.0,-0.24,-0.05,-5,-3,1,idle
1.0,-0.24,-0.05,-5,-3,1,idle
1.0,-0.24,-0.05,-4,-3,1,idle

0.9,-0.25,-0.01,-3,-1,1,fall
0.99,-0.27,-0.01,-4,-3,1,fall
1.0,-0.29,-0.0,-2,-2,1,fall
0.94,-0.39,-0.02,15,-1,4,fall
0.92,-0.48,0.01,33,-1,6,fall
0.94,-0.5,-0.02,43,-2,9,fall
0.86,-0.62,-0.01,50,-4,9,fall
0.84,-0.56,0.09,51,-11,12,fall
0.83,-0.37,-0.01,27,-18,12,fall
0.86,-0.42,0.06,21,-23,14,fall
1.04,-0.37,0.15,5,-31,7,fall
0.8,-0.35,-0.13,-8,-32,1,fall
1.27,-0.26,-0.14,10,-22,12,fall
0.95,-0.28,-0.52,23,-32,3,fall
0.7,-0.24,-0.08,9,-27,0,fall
0.48,-0.73,0.08,-22,-34,-13,fall
0.27,-0.69,-0.04,-63,-33,-5,fall
1.78,0.18,-0.01,-71,-38,-5,fall
0.51,0.22,0.0,-66,-46,-12,fall
0.47,-0.05,-0.25,-30,-52,-3,fall
1.13,0.3,-0.62,-52,-59,4,fall
0.88,0.17,-0.99,-70,-66,5,fall
1.5,0.21,-0.51,-69,-61,0,fall
1.43,0.22,-0.55,-76,-62,3,fall
0.66,0.09,-0.5,-46,-53,11,fall
0.53,0.16,-0.73,-30,-53,12,fall
1.04,0.3,-1.01,2,-36,21,fall
0.49,0.29,-1.38,-67,-51,9,fall
1.16,0.0,-1.23,-13,-32,25,fall
0.27,0.45,-1.24,64,-17,50,fall
0.33,0.19,-0.99,-29,-14,17,fall
0.75,0.64,-1.33,-129,-56,-2,fall
0.52,0.76,-1.35,-78,-40,8,fall
0.84,1.04,-1.49,-71,-28,19,fall
-0.21,-0.19,-1.14,-48,-44,-6,fall
0.56,0.46,-0.98,-29,-28,4,fall
0.67,0.72,-0.46,-4,-7,10,fall
0.23,0.6,-1.09,2,4,1,fall
0.23,0.34,-1.0,4,2,1,fall
0.36,0.36,-0.98,-5,-4,1,fall
0.26,0.41,-1.02,-6,-4,1,fall
0.31,0.39,-0.98,-4,-3,1,fall
0.29,0.39,-1.01,-5,-3,1,fall
0.31,0.4,-0.99,-5,-3,1,fall
0.31,0.4,-0.98,-5,-3,1,fall
0.31,0.39,-1.0,-5,-3,1,fall
0.31,0.4,-0.99,-5,-3,1,fall
0.31,0.4,-1.0,-5,-3,1,fall
0.31,0.39,-1.0,-5,-3,1,fall
0.31,0.4,-1.0,-5,-3,1,fall

0.9700001,-0.23,0.09,-5,-3,1,fall
0.86,-0.33,-0.07,-4,-4,1,fall
0.98,-0.19,0.07,-4,-2,1,fall
0.9700001,-0.27,0.0,-13,0,-1,fall
0.9,-0.37,-0.04,-19,7,-4,fall
0.91,-0.42,-0.02,-24,12,-3,fall
0.94,-0.5,0.06,3,18,1,fall
0.88,-0.46,-0.01,18,18,6,fall
0.9,-0.39,0.15,23,18,3,fall
0.91,-0.62,0.1,22,21,-1,fall
1.1,-0.12,0.16,7,27,0,fall
0.27,-0.6,0.14,-1,28,-2,fall
0.4,-0.66,-0.02,28,30,10,fall
0.85,-0.71,-0.51,43,36,1,fall
-1.83,-1.02,0.1,42,-9,0,fall
0.53,0.32,-0.56,46,25,-5,fall
0.81,-1.52,0.92,83,83,7,fall
1.8,-0.21,-0.69,64,48,21,fall
2.0,-0.26,0.49,30,58,7,fall
-0.58,0.48,2.0,32,-31,53,fall
0.91,-0.19,1.12,64,91,52,fall
-0.31,1.64,-0.04,12,17,59,fall
0.58,0.47,0.55,42,43,46,fall
0.87,1.29,1.05,23,59,49,fall
1.71,0.45,2.0,-25,45,90,fall
1.15,2.0,1.29,-66,-1,73,fall
-0.04,0.27,1.2,31,9,72,fall
0.2,-0.08,0.81,48,26,52,fall
0.62,0.24,1.05,19,18,33,fall
0.04,0.69,1.24,-52,-25,41,fall
0.15,-0.79,0.99,-64,-7,38,fall
0.86,-1.15,1.06,19,-6,11,fall
0.22,-1.03,0.67,16,25,-4,fall
0.06,-0.12,0.68,13,-2,10,fall
0.25,-0.01,0.73,-28,-2,-5,fall
0.22,0.23,0.9700001,-15,-8,1,fall
0.18,0.16,0.89,-22,-8,0,fall
0.24,0.05,0.86,-37,-10,1,fall
0.22,-0.09,0.67,-41,-21,-1,fall
-0.09,0.79,1.65,-27,-26,9,fall
-0.18,-0.93,1.55,-6,-20,-1,fall
-0.04,0.05,1.44,10,-12,1,fall
0.14,-0.2,1.12,-7,-8,0,fall
0.41,-0.26,0.56,1,-1,3,fall
0.29,0.04,0.91,-4,-4,2,fall
0.23,-0.02,0.88,-5,-3,1,fall
0.27,-0.08,0.89,-5,-4,1,fall
0.25,-0.08,0.89,-6,-3,1,fall
0.41,-0.45,0.9700001,-5,-1,2,fall
0.25,-0.07,0.9,-5,-3,1,fall

0.9700001,-0.23,0.06,-5,-2,1,idle
0.99,-0.22,0.0,-14,-4,0,idle
0.98,-0.26,0.03,-9,-5,0,idle
0.99,-0.24,-0.0,-2,-5,1,idle
1.0,-0.25,-0.01,-6,-7,0,idle
0.99,-0.26,-0.01,-6,-7,0,idle
1.0,-0.24,-0.04,1,-6,1,idle
0.98,-0.24,-0.05,2,-5,1,idle
1.0,-0.25,-0.05,4,-3,2,idle
0.98,-0.25,-0.06,15,-1,4,idle
0.99,-0.25,-0.01,29,0,5,idle
0.99,-0.24,0.02,26,-1,5,idle
0.99,-0.24,0.05,17,-2,4,idle
0.98,-0.23,0.05,10,-3,3,idle
0.98,-0.23,0.05,0,-3,2,idle
1.0,-0.22,0.05,-5,-3,1,idle
0.99,-0.22,0.04,-3,-4,1,idle
0.93,-0.19,0.04,-2,-2,2,idle
0.99,-0.2,0.05,-5,-3,1,idle
1.0,-0.21,0.05,-6,-2,1,idle
0.98,-0.2,0.06,-10,-3,1,idle
0.99,-0.24,0.03,-4,-2,1,idle
0.98,-0.23,0.05,-5,-3,1,idle
0.99,-0.25,0.05,-3,-3,1,idle
0.98,-0.23,0.08,-5,-4,1,idle
0.99,-0.23,0.06,-5,-4,1,idle
0.98,-0.23,0.04,-5,-3,1,idle
0.99,-0.23,0.03,-5,-3,1,idle
0.99,-0.23,0.05,-5,-3,1,idle
1.0,-0.23,0.04,-4,-3,1,idle
0.99,-0.23,0.04,-4,-3,1,idle
0.99,-0.22,0.06,-5,-2,1,idle
0.99,-0.22,0.04,-5,-2,1,idle
0.98,-0.23,0.06,-5,-2,1,idle
0.98,-0.23,0.06,-5,-2,1,idle
0.98,-0.23,0.05,-5,-3,1,idle
0.98,-0.23,0.06,-5,-3,1,idle
0.98,-0.23,0.06,-4,-3,1,idle
0.98,-0.23,0.06,-5,-4,1,idle
1.0,-0.23,0.05,-6,-4,1,idle
0.98,-0.24,0.05,-4,-4,1,idle
0.98,-0.24,0.03,-5,-4,1,idle
0.99,-0.22,0.04,-5,-3,1,idle
0.98,-0.23,0.03,-5,-3,1,idle
0.99,-0.23,0.04,-5,-3,1,idle
0.98,-0.23,0.04,-4,-3,1,idle
0.98,-0.23,0.05,-5,-3,1,idle
0.99,-0.23,0.05,-5,-3,1,idle
0.99,-0.23,0.06,-5,-3,1,idle
0.98,-0.23,0.05,-5,-3,1,idle

0.23,-0.09,0.88,-5,-3,1,fall
0.24,-0.09,0.89,-5,-3,1,fall
0.24,-0.1,0.89,-4,-3,1,fall
0.24,-0.09,0.88,-5,-3,1,fall
0.23,-0.09,0.89,-5,-3,1,fall
0.24,-0.1,0.89,-5,-3,1,fall
0.24,-0.09,0.88,-5,-3,1,fall
0.24,-0.09,0.89,-5,-3,1,fall
0.24,-0.09,0.89,-5,-3,1,fall
0.23,-0.09,0.88,-5,-3,1,fall
0.23,-0.09,0.87,-5,-3,1,fall
0.24,-0.1,0.88,-5,-3,1,fall
0.24,-0.09,0.89,-5,-3,1,fall
0.24,-0.09,0.88,-5,-3,1,fall
0.24,-0.1,0.88,-5,-3,1,fall
0.23,-0.09,0.89,-5,-3,1,fall
0.24,-0.1,0.89,-5,-3,1,fall
0.24,-0.09,0.89,-5,-3,1,fall
0.24,-0.1,0.89,-5,-3,1,fall
0.24,-0.09,0.89,-5,-3,1,fall
0.23,-0.09,0.89,-5,-3,1,fall
0.24,-0.1,0.88,-5,-3,1,fall
0.24,-0.09,0.88,-5,-3,1,fall
0.23,-0.1,0.88,-5,-3,1,fall
0.24,-0.09,0.89,-5,-3,1,fall
0.24,-0.09,0.88,-5,-3,1,fall
0.24,-0.09,0.88,-5,-3,1,fall
0.24,-0.09,0.88,-5,-3,1,fall
0.24,-0.09,0.89,-5,-3,1,fall
0.24,-0.08,0.88,-5,-3,1,fall
0.24,-0.1,0.88,-5,-3,1,fall
0.24,-0.09,0.89,-5,-3,1,fall
0.24,-0.09,0.89,-5,-3,1,fall
0.24,-0.09,0.89,-5,-3,1,fall
0.24,-0.1,0.88,-5,-3,1,fall
0.24,-0.09,0.87,-5,-3,1,fall
0.24,-0.09,0.89,-5,-3,1,fall
0.23,-0.1,0.88,-5,-3,1,fall
0.24,-0.09,0.89,-5,-3,1,fall
0.24,-0.09,0.89,-5,-3,1,fall
0.23,-0.09,0.88,-5,-3,1,fall
0.24,-0.1,0.89,-5,-3,1,fall
0.23,-0.09,0.88,-5,-3,1,fall
0.23,-0.09,0.88,-5,-3,1,fall
0.25,-0.09,0.9,-5,-3,1,fall
0.24,-0.1,0.89,-4,-3,1,fall
0.23,-0.09,0.89,-5,-3,1,fall
0.24,-0.09,0.89,-5,-3,1,fall
0.24,-0.09,0.88,-5,-3,1,fall
0.23,-0.09,0.89,-5,-3,1,fall

0.22,-0.08,0.88,-5,-3,1,fall
0.24,-0.09,0.91,-5,-6,2,fall
0.23,-0.1,0.88,-5,-3,1,fall
0.24,-0.1,0.87,-5,-3,1,fall
0.23,-0.09,0.88,-5,-3,1,fall
0.24,-0.09,0.88,-5,-3,1,fall
0.24,-0.09,0.89,-5,-3,1,fall
0.24,-0.09,0.88,-5,-3,1,fall
0.24,-0.09,0.88,-5,-3,1,fall
0.24,-0.09,0.89,-5,-3,1,fall
0.24,-0.09,0.88,-5,-3,1,fall
0.24,-0.09,0.89,-5,-3,1,fall
0.24,-0.09,0.89,-5,-3,1,fall
0.24,-0.1,0.88,-5,-3,1,fall
0.23,-0.09,0.88,-5,-3,1,fall
0.24,-0.09,0.88,-5,-3,1,fall
0.24,-0.09,0.88,-5,-3,1,fall
0.24,-0.09,0.89,-5,-3,1,fall
0.23,-0.09,0.89,-5,-3,1,fall
0.24,-0.09,0.88,-5,-3,1,fall
0.24,-0.1,0.89,-5,-3,1,fall
0.23,-0.09,0.88,-5,-3,1,fall
0.24,-0.09,0.89,-5,-3,1,fall
0.23,-0.09,0.88,-5,-3,1,fall
0.23,-0.09,0.87,-5,-3,1,fall
0.24,-0.09,0.89,-5,-3,1,fall
0.23,-0.09,0.88,-5,-3,1,fall
0.24,-0.09,0.89,-4,-3,1,fall
0.24,-0.1,0.88,-5,-3,1,fall
0.24,-0.08,0.89,-5,-3,1,fall
0.24,-0.09,0.89,-5,-3,1,fall
0.24,-0.09,0.88,-5,-3,1,fall
0.24,-0.1,0.88,-5,-3,1,fall
0.23,-0.09,0.88,-5,-3,1,fall
0.24,-0.1,0.89,-5,-3,1,fall
0.23,-0.09,0.89,-5,-3,1,fall
0.24,-0.09,0.88,-5,-3,1,fall
0.24,-0.09,0.89,-5,-3,1,fall
0.24,-0.09,0.88,-5,-3,1,fall
0.24,-0.09,0.88,-5,-3,1,fall
0.24,-0.09,0.89,-5,-3,1,fall
0.24,-0.09,0.88,-5,-3,1,fall
0.24,-0.09,0.89,-4,-3,1,fall
0.24,-0.09,0.88,-5,-3,1,fall
0.24,-0.09,0.89,-5,-3,1,fall
0.24,-0.09,0.89,-5,-3,1,fall
0.24,-0.09,0.88,-5,-3,1,fall
0.24,-0.1,0.88,-5,-3,1,fall
0.23,-0.09,0.89,-5,-3,1,fall
0.24,-0.09,0.89,-5,-3,1,fall

0.98,-0.24,0.09,-5,-3,1,idle
0.98,-0.26,0.05,-5,-8,2,idle
0.98,-0.25,0.07,-6,-2,1,idle
0.9700001,-0.25,0.07,-5,-2,1,idle
0.98,-0.26,0.11,-3,-2,1,idle
0.9700001,-0.26,0.1,-5,-2,1,idle
0.9700001,-0.24,0.1,-4,-2,1,idle
0.9700001,-0.25,0.1,-5,-3,1,idle
0.9700001,-0.24,0.09,-5,-3,1,idle
0.9700001,-0.24,0.09,-4,-3,1,idle
0.9700001,-0.25,0.1,-4,-2,1,idle
0.98,-0.25,0.11,-4,-3,1,idle
0.9700001,-0.25,0.11,-4,-4,1,idle
0.9700001,-0.25,0.1,-3,-3,1,idle
0.98,-0.25,0.08,-4,-3,1,idle
0.9700001,-0.25,0.1,-4,-3,1,idle
0.98,-0.25,0.1,-3,-3,1,idle
0.98,-0.25,0.09,-3,-3,1,idle
0.9700001,-0.25,0.09,-4,-3,1,idle
0.98,-0.25,0.1,-4,-3,1,idle
0.9700001,-0.26,0.1,-3,-3,1,idle
0.98,-0.25,0.09,-2,-3,1,idle
0.9700001,-0.25,0.11,-2,-3,1,idle
0.9700001,-0.25,0.11,-3,-3,2,idle
0.9700001,-0.25,0.1,-3,-3,1,idle
0.9700001,-0.25,0.1,-2,-3,1,idle
0.9700001,-0.24,0.09,-3,-3,2,idle
0.9700001,-0.25,0.1,-3,-3,1,idle
0.9700001,-0.24,0.11,-4,-4,1,idle
0.98,-0.25,0.11,-4,-2,1,idle
0.9700001,-0.25,0.09,-4,-5,1,idle
0.98,-0.24,0.08,-5,-4,1,idle
0.98,-0.24,0.09,-5,-3,1,idle
0.98,-0.23,0.1,-4,-3,1,idle
0.9700001,-0.26,0.1,-4,-3,1,idle
0.9700001,-0.25,0.11,-4,-3,1,idle
0.98,-0.25,0.1,-4,-3,1,idle
0.9700001,-0.25,0.1,-5,-3,1,idle
0.98,-0.25,0.09,-5,-2,1,idle
0.9700001,-0.25,0.11,-5,-2,1,idle
0.98,-0.25,0.09,-4,-2,1,idle
0.9700001,-0.25,0.1,-3,-2,1,idle
0.9700001,-0.25,0.11,-3,-2,1,idle
0.9700001,-0.24,0.12,-3,-2,1,idle
0.9700001,-0.24,0.13,-2,-3,1,idle
0.9700001,-0.24,0.11,-3,-3,1,idle
0.9700001,-0.24,0.1,-4,-3,1,idle
0.9700001,-0.25,0.1,-4,-2,1,idle
0.9700001,-0.24,0.1,-4,-3,1,idle
0.9700001,-0.25,0.1,-4,-2,1,idle

0.88,-0.21,-0.18,-4,-1,1,idle
1.01,-0.23,-0.16,-4,-3,1,idle
0.99,-0.23,-0.13,-6,-3,1,idle
1.0,-0.24,-0.14,-5,-4,1,idle
1.01,-0.22,-0.17,-5,-3,1,idle
1.01,-0.22,-0.18,-4,-2,1,idle
1.01,-0.2,-0.18,-4,-1,2,idle
1.0,-0.22,-0.16,-3,0,2,idle
1.0,-0.23,-0.14,-4,0,2,idle
1.01,-0.23,-0.15,-4,-1,2,idle
0.98,-0.23,-0.12,-2,-1,2,idle
0.98,-0.26,-0.1,-2,-2,1,idle
1.01,-0.21,-0.16,-5,-2,1,idle
1.01,-0.23,-0.15,-6,0,2,idle
1.0,-0.23,-0.09,-6,-1,1,idle
0.99,-0.24,-0.11,-3,-1,2,idle
0.99,-0.25,-0.1,-7,-2,1,idle
0.99,-0.24,-0.1,-6,-2,1,idle
0.99,-0.25,-0.09,-3,-3,1,idle
1.0,-0.24,-0.12,-5,-4,1,idle
1.0,-0.22,-0.14,-6,-4,1,idle
1.0,-0.23,-0.12,-6,-3,1,idle
1.0,-0.23,-0.12,-5,-3,1,idle
1.0,-0.23,-0.12,-5,-3,1,idle
0.99,-0.23,-0.12,-6,-3,1,idle
1.0,-0.23,-0.11,-5,-3,1,idle
1.01,-0.23,-0.14,-5,-4,1,idle
1.0,-0.23,-0.13,-5,-3,1,idle
1.0,-0.23,-0.12,-4,-3,1,idle
1.0,-0.23,-0.12,-6,-3,1,idle
1.0,-0.23,-0.13,-5,-3,1,idle
1.0,-0.24,-0.14,-5,-3,1,idle
1.01,-0.24,-0.12,-5,-3,1,idle
1.0,-0.23,-0.14,-5,-3,1,idle
1.0,-0.23,-0.12,-5,-2,1,idle
1.0,-0.23,-0.12,-4,-2,1,idle
1.0,-0.23,-0.12,-4,-3,1,idle
1.0,-0.23,-0.12,-5,-3,1,idle
1.01,-0.23,-0.12,-4,-3,1,idle
1.0,-0.22,-0.13,-3,-3,1,idle
1.0,-0.23,-0.13,-5,-3,1,idle
1.0,-0.23,-0.13,-5,-3,1,idle
1.0,-0.23,-0.14,-5,-3,1,idle
1.01,-0.23,-0.14,-4,-3,1,idle
1.0,-0.23,-0.12,-4,-2,1,idle
1.0,-0.23,-0.12,-4,-2,1,idle
1.0,-0.23,-0.13,-4,-3,1,idle
1.0,-0.23,-0.12,-4,-3,1,idle
1.0,-0.22,-0.12,-5,-3,1,idle
1.0,-0.24,-0.13,-5,-3,1,idle

0.66,-0.35,-0.06,-1,-7,-5,slow
1.16,-0.35,0.07,14,-3,7,slow
0.59,-0.29,0.06,6,-10,2,slow
0.72,-0.32,0.17,-6,-9,-3,slow
1.25,-0.11,-0.05,-23,-10,0,slow
0.83,-0.24,0.04,-18,-9,1,slow
1.0,-0.2,-0.11,-13,-5,2,slow
0.76,-0.3,0.06,-21,-6,-3,slow
1.02,-0.4,-0.03,-26,-5,-3,slow
1.03,-0.2,-0.08,-14,-4,-1,slow
0.81,0.11,0.24,-31,-5,-6,slow
1.51,-0.13,-0.04,-33,-6,2,slow
0.65,-0.5,-0.06,-27,5,0,slow
1.06,-0.31,0.08,1,4,1,slow
0.86,-0.39,-0.02,-2,5,-3,slow
1.09,-0.13,0.06,-5,-2,5,slow
1.02,-0.17,-0.05,7,3,1,slow
1.05,-0.2,-0.13,25,8,1,slow
0.9599999,0.12,0.04,19,2,2,slow
0.7,-0.45,0.12,3,-5,-5,slow
1.6,-0.32,-0.16,8,-5,10,slow
0.9700001,-0.13,-0.09,28,5,2,slow
1.43,-0.23,0.24,20,-8,3,slow
1.13,-0.31,-0.08,-6,-13,6,slow
0.95,-0.2,0.09,-8,-7,1,slow
1.01,-0.15,-0.0,-8,-8,2,slow
0.99,-0.42,0.04,-2,-5,4,slow
0.85,-0.36,-0.08,-8,-3,3,slow
1.04,-0.38,0.05,-4,-4,-3,slow
0.82,-0.43,-0.03,-4,-2,-1,slow
1.01,-0.51,0.12,-7,-1,4,slow
1.15,-0.35,0.21,11,4,1,slow
1.4,-0.1,-0.04,12,4,0,slow
1.06,-0.2,0.03,16,-6,3,slow
1.29,-0.07,0.01,-3,-12,4,slow
0.95,0.33,0.08,-7,-12,1,slow
1.6,0.15,-0.01,-3,-5,2,slow
1.08,-0.08,-0.14,-11,-8,4,slow
0.82,-0.05,0.07,20,-3,-6,slow
0.89,-0.42,-0.16,16,1,3,slow
1.28,-0.06,0.21,-1,-9,6,slow
0.4,-0.72,-0.08,-1,-7,0,slow
1.17,-0.44,0.02,16,-3,13,slow
1.0,-0.61,0.05,2,-6,5,slow
1.0,-0.49,0.31,3,-6,-1,slow
0.75,-0.19,-0.12,9,-2,-1,slow
0.82,-0.53,0.16,16,-8,15,slow
1.25,-0.03,0.05,9,-7,5,slow
0.86,-0.13,0.02,3,-8,0,slow
0.85,-0.44,0.16,-7,-10,-2,slow

0.45,0.15,-0.42,-40,-13,-11,fast
1.68,0.05,-0.08,3,3,10,fast
0.16,-0.44,-0.67,15,-7,0,fast
0.58,-0.01,-0.31,2,10,6,fast
1.4,0.22,-0.03,-9,-3,-1,fast
0.66,-0.62,-0.48,21,1,21,fast
2.0,-0.98,0.84,-1,7,21,fast
2.0,-0.86,0.12,24,5,22,fast
1.81,0.0,0.2,4,-7,9,fast
1.52,0.35,-0.23,-6,-12,22,fast
1.39,-0.2,-0.02,-22,-7,8,fast
1.33,0.05,-0.03,-22,3,14,fast
0.76,0.07,-0.61,-17,-2,-26,fast
0.41,-0.72,-0.07,-22,5,-6,fast
0.75,-1.09,-0.26,-7,14,3,fast
1.14,-0.44,0.17,17,20,20,fast
1.81,-0.32,0.02,19,7,7,fast
0.81,-1.05,0.02,16,0,18,fast
0.86,0.03,0.1,14,-4,6,fast
-0.43,-0.75,0.53,-4,-10,1,fast
2.0,1.01,0.63,-2,-3,7,fast
2.0,1.15,0.78,0,7,5,fast
0.94,0.3,-0.39,-11,9,-15,fast
0.19,-0.18,-0.17,-10,-13,-23,fast
2.0,-0.1,0.73,-29,1,11,fast
1.34,-0.29,0.19,-2,-4,23,fast
0.98,1.03,0.15,12,2,11,fast
1.3,-0.45,0.3,17,8,19,fast
1.44,0.38,0.58,9,-30,-2,fast
0.7,-0.99,0.52,-5,-16,-15,fast
1.6,-0.45,-0.16,1,1,-9,fast
1.25,-0.24,-0.03,-1,-6,3,fast
1.31,-0.52,0.08,-8,-7,9,fast
0.62,-0.38,-0.06,-16,-6,1,fast
0.5,-0.4,-0.61,-2,-12,-15,fast
0.41,-0.93,-0.13,-13,-14,-15,fast
1.57,-0.81,0.81,-21,-5,5,fast
1.44,-0.04,-0.03,-3,-5,6,fast
0.44,-0.05,-0.08,13,2,7,fast
1.6,0.12,-0.43,12,-2,7,fast
0.74,-0.55,0.54,-17,-13,1,fast
1.99,0.46,-0.32,-12,-2,-4,fast
1.52,-0.89,-0.48,0,8,5,fast
-0.12,-0.08,-0.02,1,3,6,fast
1.43,-0.32,0.19,18,0,5,fast
1.18,0.19,-0.11,6,-3,8,fast
0.05,-1.05,-0.01,-11,-19,11,fast
2.0,1.54,1.06,-23,-8,24,fast
2.0,0.15,0.22,-28,-4,-1,fast
1.12,-0.11,-0.16,-18,16,13,fast

0.39,-0.39,0.15,-10,-5,-2,slow
0.61,-0.42,-0.01,-18,-10,-7,slow
1.02,-0.44,0.08,-15,-5,-3,slow
0.37,-0.27,-0.11,-24,-2,-12,slow
