ax,ay,az,gx,gy,gz,label
1.12,-0.06,-0.01,-7,1,1,slow
0.65,-0.36,0.32,4,-3,-1,slow
0.94,-0.14,-0.2,5,4,-1,slow
1.3,-0.04,-0.01,11,8,6,slow
0.85,-0.41,-0.22,19,5,6,slow
1.02,-0.59,0.08,28,6,14,slow
1.05,-0.13,-0.09,38,6,10,slow
1.01,-0.47,0.22,31,1,8,slow
1.08,-0.35,0.25,21,-2,4,slow
0.49,-0.44,0.12,6,-12,-4,slow
0.9599999,-0.36,0.23,-8,-12,3,slow
1.13,-0.14,0.15,-21,-14,0,slow
0.98,-0.12,0.1,-1,-4,5,slow
0.66,-0.17,-0.0,16,-3,8,slow
1.06,-0.42,0.39,10,-8,4,slow
1.07,-0.02,0.08,-8,-9,6,slow
0.81,-0.11,-0.05,-27,-12,7,slow
1.04,-0.25,0.05,-27,-9,-6,slow
1.28,-0.46,-0.07,-7,-4,5,slow
1.06,0.06,0.08,8,3,9,slow
0.9599999,0.08,0.06,17,5,0,slow
1.05,-0.49,-0.08,8,2,5,slow
0.9,-0.22,-0.07,9,-2,5,slow
0.95,-0.27,-0.09,14,-2,3,slow
1.15,-0.42,-0.1,15,-9,2,slow
0.9,0.05,-0.05,6,-8,5,slow
0.9,-0.18,0.13,0,-14,1,slow
0.84,-0.64,0.17,-16,-10,0,slow
1.06,-0.08,0.08,-16,-8,-1,slow
1.24,0.04,0.24,12,-6,4,slow
0.9700001,-0.35,-0.05,18,-4,7,slow
1.26,0.16,0.18,5,-4,-2,slow
0.79,-0.69,0.02,-7,-13,2,slow
1.21,-0.25,0.04,-17,-9,2,slow
0.89,-0.05,0.15,-19,-8,-1,slow
1.05,-0.68,0.02,-10,-2,2,slow
1.02,0.01,0.02,-6,-6,-5,slow
0.52,-0.44,-0.08,-14,-7,-3,slow
1.02,-0.52,-0.07,-10,1,-1,slow
0.7,-0.09,-0.01,-3,0,-19,slow
0.99,-0.32,-0.03,2,-2,-9,slow
1.15,-0.36,0.07,-17,-2,1,slow
0.64,-0.21,-0.13,-20,-1,-8,slow
0.83,0.1,0.02,0,2,-3,slow
1.04,-0.03,0.01,-2,1,12,slow
0.63,-0.34,0.05,-11,-8,3,slow

-0.01,-0.37,0.41,-12,-24,3,fast
1.6,-0.15,0.18,-37,-16,-5,fast
0.85,-0.33,0.06,-9,8,8,fast
0.9,-0.16,-0.15,18,-4,-2,fast
0.01,-0.67,-0.38,14,5,-2,fast
-0.61,-0.67,-0.43,-45,-7,-18,fast
1.53,-0.86,0.08,-28,5,15,fast
1.62,0.11,-0.34,-3,16,-11,fast
1.92,0.35,0.28,9,0,10,fast
0.21,-0.16,-0.1,-18,-4,-6,fast
0.2,-0.92,-0.14,-32,-10,-19,fast
1.4,0.1,-0.38,-7,17,3,fast
-0.09,-0.85,-0.23,4,14,14,fast
1.24,-0.19,0.17,8,7,7,fast
1.29,0.26,-0.23,-5,6,5,fast
0.51,-0.48,0.1,3,-8,-1,fast
1.39,0.75,0.18,5,-19,6,fast
1.42,-0.51,0.23,8,4,3,fast
2.0,0.23,0.67,-22,-13,-7,fast
0.84,-0.44,0.17,-15,-2,13,fast
0.51,-1.07,-0.12,10,0,13,fast
0.09,0.08,0.33,10,-1,-12,fast
0.73,-0.07,-0.32,-10,-1,-10,fast
0.77,0.28,-0.08,18,4,13,fast
2.0,0.22,0.28,18,11,3,fast
0.61,0.36,-0.2,1,-1,0,fast
0.39,-0.59,0.12,3,-16,3,fast
1.01,-0.72,-0.01,-1,-16,8,fast
0.42,-0.7,0.33,-18,-7,-9,fast
1.22,-0.07,0.36,2,-6,3,fast
0.73,-1.02,0.08,12,0,8,fast
0.47,0.02,-0.2,0,-16,-14,fast
1.14,-0.01,-0.2,-8,0,16,fast
-0.31,-0.94,0.19,-11,-5,7,fast
0.65,-0.12,-0.3,4,5,-19,fast
0.65,0.44,0.01,-1,-7,-6,fast
-0.3,0.3,-0.18,-19,-14,2,fast
2.0,0.78,0.47,0,2,3,fast
0.29,-1.22,-0.27,-19,-9,8,fast
0.91,-0.38,-0.16,-13,2,-12,fast
1.3,0.37,0.13,-5,7,3,fast
0.83,-0.49,0.09,-7,0,2,fast
0.87,-0.79,0.16,-16,-16,0,fast
1.3,-0.6,0.12,-11,-2,-1,fast
0.26,-0.37,-0.0,-2,-7,-3,fast
1.23,0.31,-0.34,7,0,3,fast
1.05,-0.6,0.16,6,-9,-2,fast
1.61,-0.11,0.16,1,-1,8,fast
2.0,-0.05,0.15,-4,-1,3,fast
0.34,-0.6,-0.35,-3,11,7,fast

1.03,-0.14,-0.09,-5,2,1,idle
1.0,-0.25,-0.02,-4,-1,2,idle
1.01,-0.26,-0.02,-2,-2,2,idle
1.0,-0.24,0.01,-5,-3,1,idle
1.0,-0.25,-0.05,-6,-4,1,idle
0.99,-0.24,-0.03,-2,-3,1,idle
1.0,-0.22,-0.03,-4,-3,1,idle
1.0,-0.22,-0.03,-5,-3,1,idle
0.99,-0.25,-0.03,3,0,2,idle
0.9599999,-0.26,-0.08,-16,-5,0,idle
1.0,-0.26,-0.08,1,-1,2,idle
0.98,-0.23,0.0,-1,-1,2,idle
0.99,-0.22,0.0,-8,-3,1,idle
1.0,-0.23,-0.03,-6,-3,1,idle
1.0,-0.25,-0.04,-4,-2,1,idle
0.99,-0.23,-0.01,-2,-2,1,idle
0.99,-0.24,-0.02,-5,-2,1,idle
0.98,-0.26,-0.02,-5,-3,1,idle
1.0,-0.24,-0.01,-3,-3,1,idle
1.01,-0.22,-0.03,-4,-3,1,idle
0.99,-0.2,-0.01,-7,-4,1,idle
1.0,-0.24,-0.02,-6,-4,1,idle
1.0,-0.23,-0.01,-5,-4,1,idle
0.99,-0.23,-0.02,-5,-5,1,idle
0.99,-0.24,-0.04,-6,-5,1,idle
1.0,-0.25,-0.05,-5,-4,1,idle
1.0,-0.23,-0.03,-6,-4,1,idle
1.0,-0.24,-0.04,-5,-4,1,idle
1.0,-0.24,-0.04,-3,-3,1,idle
0.99,-0.24,-0.04,-3,-3,1,idle
0.99,-0.25,-0.01,-5,-3,1,idle
0.99,-0.25,-0.06,-5,-3,1,idle
1.0,-0.24,-0.04,-3,-2,1,idle
0.99,-0.25,-0.04,-2,-2,1,idle
0.98,-0.25,-0.01,-3,-3,2,idle
0.99,-0.25,0.0,-4,-4,1,idle
1.01,-0.24,-0.07,-6,-4,1,idle
0.99,-0.24,-0.07,-5,-2,1,idle
1.01,-0.23,-0.01,-3,-2,1,idle
1.01,-0.25,-0.02,-4,-2,1,idle
0.99,-0.25,-0.01,-4,-3,1,idle
1.0,-0.23,-0.02,-6,-4,1,idle
1.0,-0.23,-0.05,-5,-4,1,idle
0.99,-0.23,-0.04,-4,-3,1,idle
0.99,-0.24,-0.04,-5,-4,1,idle
1.0,-0.24,-0.04,-4,-3,1,idle
1.0,-0.24,-0.04,-5,-3,1,idle
1.0,-0.25,-0.05,-5,-3,1,idle
0.99,-0.24,-0.04,-3,-3,1,idle
0.99,-0.24,-0.04,-3,-3,1,idle

0.74,-0.44,-0.1,3,-6,0,fall
0.85,-0.43,-0.12,-2,-9,1,fall
0.67,-0.33,0.08,-16,-14,-2,fall
1.12,-0.34,0.06,-28,-14,-9,fall
0.75,-0.5,0.13,-25,-17,-11,fall
0.53,-0.4,-0.22,-21,-20,-11,fall
0.56,-1.73,-0.75,-20,-19,-12,fall
0.8,-0.46,0.14,-17,-31,-2,fall
-0.08,0.77,0.03,-2,-26,8,fall
1.16,-0.37,0.01,-1,-38,3,fall
0.6,-0.41,-0.73,-42,-46,2,fall
1.37,-0.18,-0.71,-46,-38,-9,fall
0.88,0.11,-0.31,-44,-35,-4,fall
0.59,-0.78,-0.39,-19,-22,-24,fall
0.33,-0.24,-0.01,-31,-46,0,fall
0.69,-1.63,-0.5,-47,-41,-24,fall
-0.22,-0.16,-1.53,4,-7,11,fall
0.56,0.56,-1.13,-27,-26,-4,fall
0.69,-0.28,-1.25,-40,-12,1,fall
0.52,0.68,-0.72,-24,-9,-6,fall
0.75,0.41,-0.58,-30,-35,10,fall
1.02,0.5,-0.88,-2,-28,14,fall
0.38,0.02,-0.9599999,-12,-42,12,fall
-0.63,-0.05,-1.61,-26,-70,3,fall
-0.12,-0.02,-1.67,-32,-35,4,fall
-0.03,0.41,-0.38,5,-13,14,fall
0.45,0.89,-1.03,-18,-2,5,fall
0.8,0.04,-0.6,-56,-18,-5,fall
0.71,0.37,-0.88,-13,-28,7,fall
-0.31,-0.32,-1.47,59,-8,12,fall
0.54,0.36,-0.95,10,-2,5,fall
0.6,-0.95,0.22,29,39,2,fall
0.49,0.0,-1.06,19,-2,11,fall
0.45,-0.08,-1.98,-7,-26,10,fall
0.61,-0.14,-0.99,-8,-2,-1,fall
0.4,-0.09,-1.02,-13,-3,-2,fall
0.78,-0.05,-0.95,-14,-4,-1,fall
0.47,0.03,-1.01,-8,-4,0,fall
0.41,-0.03,-1.04,-3,-2,2,fall
0.42,-0.02,-1.05,0,-3,2,fall
0.47,-0.07,-1.02,3,-3,4,fall
0.29,-0.09,-1.12,2,-4,4,fall
0.5,0.1,-0.02,-15,-28,1,fall
0.43,-0.13,-1.04,-5,-1,1,fall
0.43,-0.07,-1.03,-6,-2,0,fall
0.47,-0.06,-1.03,-4,-3,2,fall
0.44,-0.08,-1.04,-4,-3,1,fall
0.45,-0.08,-1.02,-5,-3,1,fall
0.44,-0.07,-1.03,-5,-3,1,fall
0.45,-0.09,-1.02,-5,-3,1,fall

-0.39,-0.42,-0.37,-36,-13,-10,fast
0.58,1.02,0.03,-12,-14,7,fast
2.0,0.58,0.61,-25,-7,-14,fast
0.66,-0.45,0.27,18,8,5,fast
2.0,-0.28,-0.04,-2,-5,22,fast
0.08,-1.13,-0.07,33,20,25,fast
0.56,-1.19,-0.05,30,29,20,fast
1.04,-0.06,0.87,-34,-11,-19,fast
1.8,0.1,-0.07,2,-17,28,fast
0.55,-0.9700001,0.37,3,10,-1,fast
1.7,-0.13,0.05,-5,-1,-15,fast
0.47,0.15,-0.1,-30,-6,-1,fast
1.28,-1.24,0.14,4,16,6,fast
1.37,-1.07,-0.07,-7,-4,2,fast
0.43,-1.37,0.07,-16,-13,0,fast
-1.0,-0.87,-0.22,-34,-13,-13,fast
-1.62,-1.62,-0.22,-20,-31,-8,fast
0.93,-0.44,-0.48,-32,9,21,fast
1.08,-0.72,0.13,0,17,17,fast
0.9599999,-0.17,-0.05,10,3,9,fast
2.0,1.42,0.65,24,6,9,fast
-0.0,-0.02,0.63,-9,-6,-3,fast
0.7,-1.07,-0.05,-9,-18,16,fast
0.48,-0.09,-0.16,-16,-18,-15,fast
0.53,-0.3,-0.47,-17,5,-27,fast
1.11,-0.2,-0.12,-27,-10,-2,fast
0.55,0.06,-0.25,3,-3,1,fast
0.98,-0.31,0.21,2,4,-2,fast
0.92,0.05,0.21,-11,-21,-8,fast
-0.41,-1.44,-0.05,-15,-13,-8,fast
0.23,-0.33,-0.43,8,0,-12,fast
-0.32,-0.15,0.3,-9,1,1,fast
2.0,-0.01,-0.14,0,-7,9,fast
0.03,-1.18,-0.47,0,-16,2,fast
1.83,-0.23,0.18,6,-10,9,fast
1.18,-0.63,0.57,6,-7,-10,fast
0.81,0.36,0.16,-22,-18,-4,fast
-0.3,-0.29,-0.04,-17,4,5,fast
1.75,0.05,-0.23,-9,-10,-8,fast
0.1,-1.03,0.03,-17,0,-8,fast
0.46,-0.11,-0.23,4,29,14,fast
0.29,-0.33,0.32,1,2,-4,fast
1.04,-0.52,-0.09,1,-5,4,fast
-0.38,-0.16,-0.34,10,11,-11,fast
2.0,-0.7,0.34,-2,15,2,fast
1.92,-0.9599999,0.23,5,9,-13,fast
1.82,-0.14,0.31,5,25,2,fast
0.6,-0.9,-0.15,-8,-9,5,fast
1.15,-0.55,0.41,-9,-11,-6,fast
0.25,0.02,-0.18,-19,-14,-6,fast

1.05,0.11,-0.0,20,5,10,slow
1.17,-0.23,-0.31,-5,3,-6,slow
1.12,-0.57,-0.35,5,0,0,slow
0.77,-0.36,-0.01,8,0,-7,slow
0.87,-0.12,0.19,24,4,9,slow
0.67,-0.27,0.06,11,-8,-3,slow
0.94,-0.29,0.03,4,-7,-4,slow
1.26,-0.02,-0.19,5,-7,-1,slow
1.0,-0.3,0.01,-10,-6,8,slow
0.99,-0.19,0.11,-12,-1,-3,slow
0.91,-0.07,-0.05,19,0,0,slow
1.13,-0.39,-0.06,21,-4,14,slow
1.28,-0.62,0.14,15,-10,21,slow
1.12,-0.11,0.01,16,-10,4,slow
0.6,-0.38,0.13,7,-10,2,slow
0.95,-0.19,-0.01,-6,-9,8,slow
1.12,-0.57,0.26,-8,-13,0,slow
1.3,-0.24,0.06,-18,-13,-1,slow
0.78,-0.31,0.16,-15,-8,-4,slow
0.7,-0.45,-0.11,-13,-8,-2,slow
0.98,-0.25,-0.12,2,0,2,slow
0.82,-0.28,-0.09,-8,-6,4,slow
1.36,0.05,-0.08,-11,-6,0,slow
1.33,0.2,0.07,-19,-5,6,slow
1.08,-0.32,0.04,-5,-5,6,slow
1.35,-0.08,-0.04,-4,0,7,slow
0.78,-0.3,-0.06,-8,-5,4,slow
1.16,-0.2,0.01,-11,-2,25,slow
1.04,-0.0,-0.36,-11,-5,-17,slow
0.7,-0.41,-0.1,2,-3,-2,slow
0.41,-0.61,-0.15,-12,-4,-31,slow
1.29,-0.15,0.02,-13,0,9,slow
1.22,0.05,0.13,-7,-4,-10,slow
0.84,-0.17,0.01,-11,-2,3,slow
0.73,-0.54,-0.18,-3,-1,11,slow
0.91,-0.42,0.09,-8,-5,11,slow
1.59,0.42,-0.34,-13,1,1,slow
0.9,-0.2,0.08,-23,-5,-5,slow
0.44,-0.27,-0.08,-37,-1,-8,slow
1.24,-0.16,-0.12,-5,1,4,slow
0.93,-0.37,0.18,7,3,3,slow
1.46,0.03,0.05,-7,-5,7,slow
1.28,-0.13,0.01,-9,6,0,slow
0.59,-0.63,-0.14,-10,0,-6,slow
0.82,-0.04,-0.04,-1,0,7,slow
1.12,-0.41,-0.15,17,4,9,slow
1.03,-0.45,-0.15,17,4,-1,slow
1.36,-0.51,-0.18,13,2,-5,slow
0.89,-0.3,0.08,10,0,2,slow
0.82,-0.11,0.07,5,-9,0,slow

0.9599999,-0.28,0.01,-35,-7,6,slow
1.5,-0.15,0.06,-16,-1,8,slow
1.12,-0.02,-0.05,-11,5,-4,slow
0.49,-0.66,-0.29,-2,13,-7,slow
0.95,-0.18,-0.06,15,8,9,slow
0.57,-0.67,-0.12,-14,-1,-9,slow
0.41,-0.49,-0.15,-3,5,2,slow
0.76,-0.11,0.3,1,-4,2,slow
1.33,-0.2,0.03,16,5,8,slow
0.8,-0.08,-0.06,4,-5,8,slow
0.91,-0.01,-0.14,0,-8,-2,slow
1.34,0.16,0.15,0,-6,7,slow
0.9599999,-0.18,-0.09,-6,-7,2,slow
1.03,0.15,-0.04,-6,-1,8,slow
0.76,-0.34,0.08,-3,-4,1,slow
0.7,-0.08,-0.14,-4,-1,2,slow
1.04,-0.36,-0.0,11,-1,-6,slow
1.15,-0.01,0.05,7,2,11,slow
0.71,0.09,0.13,6,-10,2,slow
0.9700001,-0.04,-0.07,-2,-15,3,slow
1.0,-0.56,0.38,-13,-17,6,slow
0.72,-0.66,0.41,-17,-19,-7,slow
2.0,0.19,0.09,-33,-16,5,slow
1.15,-0.44,-0.13,-29,-10,-4,slow
1.3,-0.55,0.15,-31,1,1,slow
1.34,-0.06,-0.32,-12,-3,3,slow
0.8,-0.23,0.12,12,16,-3,slow
1.12,-0.08,-0.05,18,10,9,slow
1.03,-0.38,-0.01,13,8,3,slow
0.6,-0.44,0.15,0,-4,-10,slow
0.33,-0.43,-0.03,-14,-14,-3,slow
-0.08,-0.04,-0.44,-33,-10,-5,slow
1.23,-0.24,-0.09,-16,-5,1,slow
2.0,0.23,-0.03,7,0,4,slow
0.22,-0.5,0.14,-11,-6,-7,slow
0.82,-0.56,-0.58,6,-6,7,slow
0.92,-0.3,-0.35,11,-1,3,slow
0.68,-0.48,0.1,16,-6,5,slow
0.87,-0.07,0.23,8,-6,4,slow
1.18,0.01,0.09,-11,-4,6,slow
0.67,-0.0,-0.08,-13,-12,-11,slow
0.61,-0.25,-0.0,-12,-13,-3,slow
1.05,-0.25,0.15,-28,-11,-7,slow
0.89,-0.01,0.1,-26,-2,-6,slow
0.45,-0.34,-0.23,-22,-2,-2,slow
1.23,-0.28,-0.1,-10,1,5,slow
1.04,-0.37,-0.07,-2,5,-5,slow
0.68,-0.42,0.16,-6,-2,-4,slow
1.45,0.27,-0.16,-21,-3,3,slow
1.04,-0.15,-0.23,-9,-4,-2,slow

1.0,-0.24,-0.01,-6,-3,1,idle
0.99,-0.23,0.02,-4,-5,1,idle
0.99,-0.22,0.0,-6,-4,1,idle
1.0,-0.22,-0.02,-7,-5,1,idle
1.0,-0.23,-0.02,-6,-4,1,idle
1.0,-0.22,-0.0,-5,-3,1,idle
1.0,-0.22,-0.02,-7,-3,1,idle
1.0,-0.22,-0.02,-6,-3,1,idle
1.0,-0.22,-0.0,-7,-3,1,idle
1.0,-0.22,-0.01,-8,-4,1,idle
1.0,-0.22,-0.01,-5,-4,1,idle
1.0,-0.22,-0.03,-5,-3,1,idle
0.99,-0.2,-0.03,-5,-3,1,idle
1.0,-0.22,-0.02,-5,-3,1,idle
1.01,-0.22,-0.04,-4,-2,1,idle
1.01,-0.22,-0.02,-4,-2,1,idle
0.99,-0.22,-0.02,-4,-3,1,idle
1.0,-0.23,-0.01,-4,-4,1,idle
1.0,-0.22,-0.01,-4,-4,1,idle
1.0,-0.22,-0.01,-6,-3,1,idle
0.99,-0.23,-0.01,-5,-4,1,idle
1.0,-0.22,-0.02,-4,-4,1,idle
1.0,-0.22,-0.02,-6,-4,1,idle
1.0,-0.22,-0.02,-6,-4,1,idle
0.99,-0.23,-0.04,-4,-4,1,idle
1.0,-0.22,-0.03,-5,-4,1,idle
0.99,-0.22,-0.04,-6,-4,1,idle
1.0,-0.23,-0.03,-5,-3,1,idle
1.0,-0.21,-0.03,-5,-4,1,idle
1.0,-0.22,-0.03,-6,-4,1,idle
0.99,-0.21,-0.04,-5,-4,1,idle
1.0,-0.22,-0.04,-4,-3,1,idle
1.0,-0.22,-0.04,-5,-3,1,idle
1.0,-0.23,-0.04,-5,-3,1,idle
1.0,-0.22,-0.02,-5,-3,1,idle
1.0,-0.22,-0.03,-5,-3,1,idle
1.0,-0.22,-0.04,-4,-3,1,idle
1.0,-0.22,-0.04,-5,-3,1,idle
1.0,-0.23,-0.04,-5,-3,1,idle
1.0,-0.22,-0.03,-5,-3,1,idle
1.0,-0.22,-0.04,-4,-4,1,idle
1.0,-0.22,-0.04,-5,-3,1,idle
1.0,-0.22,-0.05,-5,-3,1,idle
1.0,-0.22,-0.03,-5,-3,1,idle
1.0,-0.22,-0.04,-5,-3,1,idle
1.0,-0.21,-0.03,-5,-3,1,idle
1.0,-0.22,-0.03,-5,-3,1,idle
1.0,-0.22,-0.04,-5,-3,1,idle
1.0,-0.22,-0.05,-4,-3,1,idle
1.0,-0.22,-0.04,-4,-3,1,idle

0.99,-0.22,-0.05,-4,-2,1,idle
1.0,-0.22,-0.04,-4,-3,1,idle
1.01,-0.21,-0.01,-4,-4,1,idle
1.0,-0.24,-0.04,-6,-4,1,idle
1.0,-0.23,-0.06,-4,-3,1,idle
1.01,-0.22,-0.05,-6,-3,1,idle
0.99,-0.24,-0.05,-2,-2,2,idle
0.99,-0.24,-0.05,-3,-1,2,idle
1.01,-0.25,-0.06,0,0,2,idle
1.0,-0.23,-0.03,1,0,3,idle
1.0,-0.19,0.01,-6,0,1,idle
1.0,-0.19,-0.0,-10,-2,0,idle
1.0,-0.21,-0.02,-6,-2,1,idle
1.0,-0.2,-0.02,-3,-2,2,idle
1.0,-0.21,-0.01,-3,-2,1,idle
1.0,-0.23,-0.01,-3,-3,1,idle
0.99,-0.23,-0.01,-5,-3,1,idle
1.0,-0.23,-0.01,-7,-3,1,idle
1.0,-0.23,-0.01,-4,-3,1,idle
1.0,-0.22,-0.03,-3,-3,1,idle
0.99,-0.22,-0.01,-6,-3,1,idle
1.0,-0.22,-0.02,-6,-3,1,idle
1.0,-0.22,-0.01,-5,-3,1,idle
1.0,-0.22,-0.03,-5,-3,1,idle
1.0,-0.22,-0.01,-5,-3,1,idle
1.0,-0.22,-0.01,-5,-3,1,idle
1.0,-0.22,-0.02,-5,-3,1,idle
1.0,-0.21,-0.02,-5,-3,1,idle
1.0,-0.22,-0.03,-5,-3,1,idle
1.0,-0.23,-0.02,-4,-3,1,idle
1.0,-0.22,-0.02,-5,-3,1,idle
1.0,-0.22,-0.02,-5,-3,1,idle
1.0,-0.23,-0.02,-5,-3,1,idle
1.0,-0.23,-0.03,-5,-3,1,idle
1.0,-0.22,-0.02,-5,-3,1,idle
1.0,-0.22,-0.02,-5,-3,1,idle
1.0,-0.22,-0.03,-5,-3,1,idle
1.0,-0.22,-0.03,-5,-3,1,idle
1.0,-0.22,-0.03,-4,-3,1,idle
1.0,-0.22,-0.01,-5,-3,1,idle
1.0,-0.23,-0.03,-5,-3,1,idle
0.99,-0.22,-0.02,-4,-3,1,idle
1.0,-0.22,-0.03,-5,-3,1,idle
1.0,-0.21,-0.02,-4,-3,1,idle
0.99,-0.22,-0.01,-5,-3,1,idle
1.0,-0.23,-0.03,-5,-3,1,idle
0.99,-0.22,-0.02,-5,-3,1,idle
0.99,-0.22,-0.02,-5,-3,1,idle
0.99,-0.22,-0.04,-5,-4,1,idle
1.0,-0.22,-0.03,-5,-3,1,idle

1.36,-0.35,-0.13,-4,2,3,fall
1.0,-0.22,-0.08,-5,-4,1,fall
1.03,-0.23,-0.06,-5,-4,1,fall
0.98,-0.28,-0.08,-2,-3,1,fall
1.0,-0.51,-0.06,6,-9,0,fall
0.93,-0.45,-0.07,9,-8,2,fall
0.98,-0.37,-0.07,10,-8,6,fall
1.08,-0.34,-0.01,10,-12,9,fall
0.88,-0.26,-0.04,-14,-19,4,fall
0.79,-0.42,-0.14,-28,-20,-1,fall
0.86,-0.43,-0.37,-37,-15,-1,fall
1.08,-0.2,-0.27,-24,-9,10,fall
0.81,-0.44,-0.26,-22,-3,6,fall
0.89,-0.16,-0.24,-29,0,5,fall
0.94,-0.29,-0.21,-15,3,10,fall
0.85,-0.26,-0.07,-24,-5,-5,fall
0.8,-0.39,-0.03,-40,-11,-10,fall
2.0,0.23,0.59,-9,-27,8,fall
1.26,1.02,0.25,31,-23,34,fall
1.41,0.79,0.12,60,-21,20,fall
1.09,-0.08,-0.15,-36,-49,-7,fall
0.85,-0.2,-0.32,-75,-54,-14,fall
0.85,-0.22,-0.39,-90,-68,-23,fall
0.82,-0.24,-0.57,-93,-71,-33,fall
0.74,0.07,-0.71,-68,-81,-37,fall
0.66,0.26,-0.99,-25,-67,-26,fall
0.81,0.38,-0.89,42,-49,-8,fall
0.52,0.04,-1.11,28,-37,-2,fall
0.64,0.41,-1.52,-47,-32,-18,fall
0.58,0.56,-1.18,-31,-26,-11,fall
0.29,0.02,-1.36,-25,-19,-12,fall
0.4,0.37,-0.94,-14,-11,-23,fall
0.54,0.26,-1.1,-19,-22,-17,fall
0.35,0.41,-0.95,-29,-23,-14,fall
0.41,0.67,-1.07,-21,-18,-7,fall
0.2,0.38,-1.0,-2,-6,-1,fall
0.22,0.4,-0.93,-18,-19,-10,fall
0.26,0.43,-0.9599999,-14,-17,-9,fall
0.25,0.6,-1.06,-10,-10,-4,fall
0.18,0.51,-1.01,-5,-2,1,fall
0.19,0.49,-1.02,-8,-7,-2,fall
0.17,0.5,-0.9599999,-4,-2,1,fall
0.17,0.5,-0.99,-5,-3,1,fall
0.17,0.49,-0.9700001,-5,-3,1,fall
0.18,0.49,-0.98,-5,-3,1,fall
0.19,0.49,-0.9700001,-5,-3,1,fall
0.18,0.5,-0.9700001,-5,-3,1,fall
0.18,0.49,-0.9700001,-5,-3,1,fall
0.18,0.5,-0.98,-5,-3,1,fall
0.18,0.49,-0.98,-5,-3,1,fall

1.0,-0.23,-0.08,-6,-2,1,fall
1.01,-0.22,-0.07,-4,-3,1,fall
0.99,-0.2,-0.09,-4,-2,1,fall
1.01,-0.25,-0.15,-8,0,1,fall
0.9700001,-0.37,-0.16,-12,2,1,fall
0.95,-0.45,-0.07,-15,5,1,fall
0.9599999,-0.43,-0.08,-23,4,1,fall
1.0,-0.4,-0.1,-25,6,3,fall
1.02,-0.34,-0.08,-25,7,3,fall
0.85,-0.33,-0.12,-23,10,8,fall
0.98,-0.42,-0.07,-14,14,11,fall
0.9700001,-0.32,0.06,5,14,15,fall
1.18,-0.43,-0.04,19,17,8,fall
1.08,-0.21,0.08,19,12,14,fall
0.89,-0.56,0.07,16,10,12,fall
0.95,-0.54,0.09,19,3,7,fall
0.92,0.02,0.17,11,5,12,fall
0.79,-0.25,-0.01,16,2,-2,fall
1.07,-0.16,-0.13,68,7,-3,fall
-1.98,2.0,-1.98,-31,-92,-212,fall
1.55,1.49,0.51,-63,-27,-41,fall
0.11,-0.16,0.9599999,-87,-14,-1,fall
0.47,-1.86,-0.06,-1,3,-22,fall
0.72,0.27,-0.28,28,-5,14,fall
1.18,-0.03,0.36,73,17,14,fall
0.87,-0.36,0.01,95,27,13,fall
0.87,-0.2,-0.08,122,43,12,fall
0.86,-0.01,0.17,142,60,2,fall
0.73,-0.12,0.2,150,75,-14,fall
0.53,0.32,0.74,88,76,-43,fall
0.44,0.5,0.85,14,55,-51,fall
0.39,0.4,0.74,-37,32,-41,fall
0.39,0.16,0.49,-57,31,-42,fall
0.33,0.25,0.7,-48,42,-42,fall
0.03,0.35,1.07,21,45,-23,fall
-0.21,-0.22,0.55,2,41,-36,fall
0.16,0.46,1.08,21,56,-27,fall
-0.17,0.28,1.13,29,57,-14,fall
-0.38,1.09,2.0,20,11,16,fall
0.39,0.36,1.48,-2,-6,-1,fall
-0.29,0.58,0.88,-5,4,-10,fall
0.02,0.59,0.45,14,4,-12,fall
0.08,0.78,0.79,4,3,-4,fall
-0.04,0.48,0.81,-16,-11,6,fall
-0.04,0.39,0.82,1,4,3,fall
-0.01,0.43,0.82,-6,-6,1,fall
0.01,0.4,0.79,-3,-1,1,fall
-0.04,0.47,0.81,-6,-5,1,fall
-0.02,0.44,0.8,-3,-1,1,fall
-0.03,0.44,0.79,-6,-4,1,fall

0.9700001,-0.26,0.09,-2,-1,2,fall
0.85,-0.26,-0.01,-4,-3,0,fall
0.9700001,-0.26,0.03,-5,0,1,fall
0.98,-0.29,0.0,-4,3,1,fall
0.98,-0.31,0.0,-2,6,2,fall
1.02,-0.35,-0.07,4,11,3,fall
1.03,-0.29,0.25,-19,10,-1,fall
1.05,-0.32,0.13,-106,7,-13,fall
0.86,-0.3,-0.04,-152,10,-13,fall
0.86,-0.41,-0.16,-137,15,-1,fall
0.99,-0.46,-0.0,-109,22,13,fall
0.76,-0.6,-0.02,-73,30,24,fall
0.76,-0.79,0.12,-37,33,18,fall
0.85,-0.71,-0.0,-9,34,17,fall
1.11,-0.64,0.16,32,35,11,fall
0.67,-0.74,-0.1,71,37,10,fall
1.07,-0.98,0.13,142,39,6,fall
0.4,-0.16,0.19,181,22,23,fall
0.49,0.47,-0.21,163,27,25,fall
0.24,-0.33,0.43,132,53,24,fall
0.29,1.84,0.54,93,70,42,fall
1.77,0.48,0.94,54,59,16,fall
0.64,0.54,0.92,46,49,30,fall
0.24,0.37,0.86,49,61,32,fall
0.02,0.14,-0.03,-6,50,43,fall
0.08,0.03,1.02,-34,39,47,fall
0.36,1.23,0.65,-62,12,61,fall
-0.16,-0.18,0.52,-116,12,69,fall
